order_id,customer_id,product_name,category,price_usd,quantity,discount_rate,gross_amount_usd,net_revenue_usd,purchase_dt,region,channel,payment_method,order_date,year,month,day,day_of_week,week_of_year,is_weekend,trimester
6969,32,Curso-09,Curso,101.43,1,0.0,101.43,101.43,2024-09-25 00:37:27,EU,Website,Card,2024-09-25 00:37:27,2024,9,25,2,39,0,3
481,233,Curso-01,Curso,146.12,1,0.0,146.12,146.12,2024-09-25 01:32:10,Desconocido,Website,Stripe,2024-09-25 01:32:10,2024,9,25,2,39,0,3
576,160,Musica-36,Musica,41.21,1,0.0,41.21,41.21,2024-09-25 03:03:36,Desconocido,SocialAds,Stripe,2024-09-25 03:03:36,2024,9,25,2,39,0,3
642,3,Ebook-42,Ebook,16.6,2,0.0,33.2,33.2,2024-09-25 03:51:35,EU,Website,Card,2024-09-25 03:51:35,2024,9,25,2,39,0,3
2784,1,Plantilla-24,Plantilla,21.52,1,0.05,21.52,20.44,2024-09-25 04:04:16,LATAM,Email,Card,2024-09-25 04:04:16,2024,9,25,2,39,0,3
3141,7,Ebook-21,Ebook,10.17,1,0.0,10.17,10.17,2024-09-25 04:19:41,LATAM,SocialAds,PayPal,2024-09-25 04:19:41,2024,9,25,2,39,0,3
2,222,Musica-02,Musica,34.86,1,0.05,34.86,33.12,2024-09-25 04:50:59,LATAM,Website,Card,2024-09-25 04:50:59,2024,9,25,2,39,0,3
2737,213,Musica-37,Musica,8.83,1,0.0,8.83,8.83,2024-09-25 04:54:07,LATAM,Marketplace,Stripe,2024-09-25 04:54:07,2024,9,25,2,39,0,3
1133,15,Ebook-53,Ebook,13.33,1,0.05,13.33,12.67,2024-09-25 05:15:08,EU,Marketplace,PayPal,2024-09-25 05:15:08,2024,9,25,2,39,0,3
1302,70,Musica-42,Musica,38.04,1,0.0,38.04,38.04,2024-09-25 05:19:44,EU,Marketplace,Card,2024-09-25 05:19:44,2024,9,25,2,39,0,3
4677,33,Ebook-57,Ebook,4.15,1,0.0,4.15,4.15,2024-09-25 07:11:12,Desconocido,Website,Card,2024-09-25 07:11:12,2024,9,25,2,39,0,3
5006,22,Ebook-26,Ebook,11.63,1,0.0,11.63,11.63,2024-09-25 08:02:44,LATAM,Marketplace,PayPal,2024-09-25 08:02:44,2024,9,25,2,39,0,3
7984,12,Ebook-04,Ebook,10.03,1,0.0,10.03,10.03,2024-09-25 10:18:18,LATAM,Marketplace,PayPal,2024-09-25 10:18:18,2024,9,25,2,39,0,3
5714,34,Musica-14,Musica,5.0,1,0.0,5.0,5.0,2024-09-25 10:23:57,Desconocido,Website,PayPal,2024-09-25 10:23:57,2024,9,25,2,39,0,3
6122,260,Ebook-02,Ebook,13.55,2,0.0,27.1,27.1,2024-09-25 11:26:19,EU,Website,Card,2024-09-25 11:26:19,2024,9,25,2,39,0,3
5806,5,Ebook-46,Ebook,15.01,2,0.0,30.03,30.03,2024-09-25 12:28:37,Desconocido,Website,Stripe,2024-09-25 12:28:37,2024,9,25,2,39,0,3
3907,5,Curso-07,Curso,77.03,1,0.0,77.03,77.03,2024-09-25 12:43:50,LATAM,Website,Card,2024-09-25 12:43:50,2024,9,25,2,39,0,3
6155,4,Ebook-35,Ebook,12.58,1,0.0,12.58,12.58,2024-09-25 13:15:18,LATAM,SocialAds,Stripe,2024-09-25 13:15:18,2024,9,25,2,39,0,3
285,830,Curso-45,Curso,136.38,1,0.0,136.38,136.38,2024-09-25 13:54:42,EU,Website,Card,2024-09-25 13:54:42,2024,9,25,2,39,0,3
1205,1,Curso-05,Curso,59.85,1,0.0,59.85,59.85,2024-09-25 14:36:16,ASIA,Website,Card,2024-09-25 14:36:16,2024,9,25,2,39,0,3
456,1,Curso-36,Curso,115.93,1,0.0,115.93,115.93,2024-09-25 15:37:41,Desconocido,SocialAds,Card,2024-09-25 15:37:41,2024,9,25,2,39,0,3
871,1,Ebook-31,Ebook,11.48,1,0.0,11.48,11.48,2024-09-25 16:33:24,ASIA,Marketplace,PayPal,2024-09-25 16:33:24,2024,9,25,2,39,0,3
6152,15,Curso-32,Curso,144.25,1,0.0,144.25,144.25,2024-09-25 18:08:11,ASIA,Email,Card,2024-09-25 18:08:11,2024,9,25,2,39,0,3
7761,30,Curso-21,Curso,82.9,1,0.0,82.9,82.9,2024-09-25 18:48:00,Desconocido,Website,Stripe,2024-09-25 18:48:00,2024,9,25,2,39,0,3
6391,2,Ebook-31,Ebook,17.35,1,0.0,17.35,17.35,2024-09-25 19:50:49,Desconocido,Website,PayPal,2024-09-25 19:50:49,2024,9,25,2,39,0,3
1491,1,Ebook-51,Ebook,6.7,1,0.0,6.7,6.7,2024-09-25 22:09:57,EU,SocialAds,Card,2024-09-25 22:09:57,2024,9,25,2,39,0,3
7924,506,Ebook-04,Ebook,15.15,2,0.05,30.3,28.78,2024-09-25 22:26:05,EU,SocialAds,PayPal,2024-09-25 22:26:05,2024,9,25,2,39,0,3
791,1,Ebook-11,Ebook,7.63,2,0.0,15.26,15.26,2024-09-25 22:40:15,ASIA,Marketplace,Card,2024-09-25 22:40:15,2024,9,25,2,39,0,3
2701,3,Curso-01,Curso,96.3,1,0.0,96.3,96.3,2024-09-25 23:15:24,Desconocido,Website,Card,2024-09-25 23:15:24,2024,9,25,2,39,0,3
3558,49,Curso-18,Curso,180.98,1,0.0,180.98,180.98,2024-09-25 23:17:15,LATAM,Website,Card,2024-09-25 23:17:15,2024,9,25,2,39,0,3
6105,53,Ebook-45,Ebook,7.24,1,0.0,7.24,7.24,2024-09-25 23:37:02,LATAM,Website,PayPal,2024-09-25 23:37:02,2024,9,25,2,39,0,3
4095,1,Ebook-15,Ebook,9.84,1,0.05,9.84,9.35,2024-09-26 01:54:24,LATAM,Marketplace,Card,2024-09-26 01:54:24,2024,9,26,3,39,0,3
302,33,Curso-02,Curso,108.49,1,0.0,108.49,108.49,2024-09-26 04:09:11,Desconocido,Marketplace,PayPal,2024-09-26 04:09:11,2024,9,26,3,39,0,3
7892,80,Curso-32,Curso,164.74,1,0.0,164.74,164.74,2024-09-26 04:12:50,EU,Website,PayPal,2024-09-26 04:12:50,2024,9,26,3,39,0,3
287,2,Curso-47,Curso,171.66,1,0.0,171.66,171.66,2024-09-26 06:00:33,EU,SocialAds,Card,2024-09-26 06:00:33,2024,9,26,3,39,0,3
255,104,Ebook-15,Ebook,15.63,2,0.0,31.26,31.26,2024-09-26 06:49:54,EU,Website,Stripe,2024-09-26 06:49:54,2024,9,26,3,39,0,3
3280,13,Plantilla-40,Plantilla,17.61,1,0.0,17.61,17.61,2024-09-26 09:21:29,LATAM,Website,Card,2024-09-26 09:21:29,2024,9,26,3,39,0,3
555,5,Plantilla-15,Plantilla,33.44,1,0.0,33.44,33.44,2024-09-26 13:12:58,EU,SocialAds,Card,2024-09-26 13:12:58,2024,9,26,3,39,0,3
1224,32,Musica-24,Musica,41.08,1,0.0,41.08,41.08,2024-09-26 14:20:13,Desconocido,Marketplace,Stripe,2024-09-26 14:20:13,2024,9,26,3,39,0,3
7793,1,Ebook-53,Ebook,16.52,1,0.0,16.52,16.52,2024-09-26 15:11:02,Desconocido,Website,Card,2024-09-26 15:11:02,2024,9,26,3,39,0,3
501,10,Curso-21,Curso,129.87,1,0.0,129.87,129.87,2024-09-26 17:59:22,EU,Website,Card,2024-09-26 17:59:22,2024,9,26,3,39,0,3
4919,19,Plantilla-59,Plantilla,35.77,2,0.0,71.54,71.54,2024-09-26 18:37:14,Desconocido,Marketplace,Card,2024-09-26 18:37:14,2024,9,26,3,39,0,3
2034,102,Musica-54,Musica,29.03,1,0.0,29.03,29.03,2024-09-26 19:59:34,ASIA,Website,Card,2024-09-26 19:59:34,2024,9,26,3,39,0,3
1572,1,Ebook-12,Ebook,17.71,1,0.0,17.71,17.71,2024-09-26 20:29:02,Desconocido,SocialAds,PayPal,2024-09-26 20:29:02,2024,9,26,3,39,0,3
7227,2,Plantilla-27,Plantilla,22.41,1,0.0,22.41,22.41,2024-09-26 21:35:00,Desconocido,Website,Card,2024-09-26 21:35:00,2024,9,26,3,39,0,3
6206,79,Musica-26,Musica,25.3,1,0.0,25.3,25.3,2024-09-26 23:29:25,LATAM,Website,Card,2024-09-26 23:29:25,2024,9,26,3,39,0,3
7499,82,Ebook-59,Ebook,4.93,1,0.0,4.93,4.93,2024-09-27 00:18:15,Desconocido,Email,Card,2024-09-27 00:18:15,2024,9,27,4,39,0,3
7688,5,Ebook-08,Ebook,11.46,3,0.0,34.38,34.38,2024-09-27 01:22:33,Desconocido,Marketplace,PayPal,2024-09-27 01:22:33,2024,9,27,4,39,0,3
5039,1,Plantilla-59,Plantilla,34.54,1,0.0,34.54,34.54,2024-09-27 01:25:55,LATAM,Email,Card,2024-09-27 01:25:55,2024,9,27,4,39,0,3
3679,184,Plantilla-19,Plantilla,15.96,1,0.0,15.96,15.96,2024-09-27 01:30:04,EU,Website,Card,2024-09-27 01:30:04,2024,9,27,4,39,0,3
223,5,Ebook-43,Ebook,12.33,2,0.0,24.67,24.67,2024-09-27 01:38:51,Desconocido,Website,Card,2024-09-27 01:38:51,2024,9,27,4,39,0,3
4283,9,Ebook-23,Ebook,11.7,1,0.0,11.7,11.7,2024-09-27 01:51:10,Desconocido,Marketplace,Card,2024-09-27 01:51:10,2024,9,27,4,39,0,3
7317,23,Ebook-57,Ebook,19.03,1,0.0,19.03,19.03,2024-09-27 02:25:20,Desconocido,Marketplace,PayPal,2024-09-27 02:25:20,2024,9,27,4,39,0,3
2378,2,Plantilla-38,Plantilla,40.77,1,0.05,40.77,38.73,2024-09-27 03:12:12,EU,Marketplace,Stripe,2024-09-27 03:12:12,2024,9,27,4,39,0,3
6393,512,Plantilla-33,Plantilla,13.29,1,0.0,13.29,13.29,2024-09-27 05:35:55,Desconocido,Marketplace,PayPal,2024-09-27 05:35:55,2024,9,27,4,39,0,3
2715,13,Ebook-15,Ebook,7.18,1,0.0,7.18,7.18,2024-09-27 06:02:05,OTHER,Website,Card,2024-09-27 06:02:05,2024,9,27,4,39,0,3
5818,10,Curso-58,Curso,162.81,1,0.0,162.81,162.81,2024-09-27 06:35:58,EU,Marketplace,Card,2024-09-27 06:35:58,2024,9,27,4,39,0,3
6415,1,Ebook-55,Ebook,16.75,2,0.0,33.49,33.49,2024-09-27 07:24:35,LATAM,SocialAds,Card,2024-09-27 07:24:35,2024,9,27,4,39,0,3
6390,208,Curso-30,Curso,114.4,1,0.05,114.4,108.68,2024-09-27 08:13:20,Desconocido,Website,Stripe,2024-09-27 08:13:20,2024,9,27,4,39,0,3
6556,13,Plantilla-16,Plantilla,35.45,1,0.0,35.45,35.45,2024-09-27 08:42:23,EU,Email,Card,2024-09-27 08:42:23,2024,9,27,4,39,0,3
7432,1,Curso-52,Curso,137.49,1,0.0,137.49,137.49,2024-09-27 09:03:26,OTHER,Marketplace,Card,2024-09-27 09:03:26,2024,9,27,4,39,0,3
5184,25,Musica-24,Musica,14.16,1,0.0,14.16,14.16,2024-09-27 09:14:23,Desconocido,Website,Card,2024-09-27 09:14:23,2024,9,27,4,39,0,3
5393,1708,Plantilla-53,Plantilla,27.17,1,0.05,27.17,25.81,2024-09-27 09:44:42,Desconocido,Email,Card,2024-09-27 09:44:42,2024,9,27,4,39,0,3
5888,4,Musica-08,Musica,21.45,1,0.0,21.45,21.45,2024-09-27 13:14:20,Desconocido,Email,Card,2024-09-27 13:14:20,2024,9,27,4,39,0,3
7985,1,Ebook-05,Ebook,14.47,2,0.0,28.95,28.95,2024-09-27 14:14:53,EU,Website,Stripe,2024-09-27 14:14:53,2024,9,27,4,39,0,3
6622,565,Ebook-22,Ebook,22.47,1,0.0,22.47,22.47,2024-09-27 14:16:09,Desconocido,SocialAds,Card,2024-09-27 14:16:09,2024,9,27,4,39,0,3
5292,1,Ebook-12,Ebook,15.73,1,0.0,15.73,15.73,2024-09-27 14:49:34,Desconocido,Website,PayPal,2024-09-27 14:49:34,2024,9,27,4,39,0,3
1360,1,Curso-40,Curso,172.53,1,0.0,172.53,172.53,2024-09-27 15:12:25,LATAM,Marketplace,Card,2024-09-27 15:12:25,2024,9,27,4,39,0,3
729,10,Ebook-09,Ebook,3.0,2,0.0,6.0,6.0,2024-09-27 15:54:37,EU,Email,Stripe,2024-09-27 15:54:37,2024,9,27,4,39,0,3
7548,1474,Ebook-48,Ebook,8.57,1,0.0,8.57,8.57,2024-09-27 16:07:46,Desconocido,SocialAds,Stripe,2024-09-27 16:07:46,2024,9,27,4,39,0,3
5821,8,Plantilla-01,Plantilla,31.01,1,0.0,31.01,31.01,2024-09-27 16:19:45,Desconocido,Website,Stripe,2024-09-27 16:19:45,2024,9,27,4,39,0,3
1174,1,Ebook-34,Ebook,14.22,1,0.0,14.22,14.22,2024-09-27 16:54:33,Desconocido,Website,Card,2024-09-27 16:54:33,2024,9,27,4,39,0,3
1483,39,Curso-43,Curso,143.83,1,0.0,143.83,143.83,2024-09-27 17:05:06,LATAM,Email,Card,2024-09-27 17:05:06,2024,9,27,4,39,0,3
4088,26,Curso-08,Curso,191.4,1,0.05,191.4,181.83,2024-09-27 18:17:03,EU,Website,Stripe,2024-09-27 18:17:03,2024,9,27,4,39,0,3
3319,36,Plantilla-19,Plantilla,10.89,1,0.0,10.89,10.89,2024-09-27 18:26:29,EU,SocialAds,Card,2024-09-27 18:26:29,2024,9,27,4,39,0,3
7469,14,Curso-29,Curso,112.55,1,0.0,112.55,112.55,2024-09-27 21:54:28,LATAM,SocialAds,Card,2024-09-27 21:54:28,2024,9,27,4,39,0,3
3906,15,Curso-06,Curso,87.83,1,0.0,87.83,87.83,2024-09-27 23:21:44,LATAM,Website,Card,2024-09-27 23:21:44,2024,9,27,4,39,0,3
2572,5,Musica-52,Musica,95.74,1,0.0,95.74,95.74,2024-09-27 23:45:26,LATAM,Website,Stripe,2024-09-27 23:45:26,2024,9,27,4,39,0,3
4426,133,Ebook-46,Ebook,15.4,1,0.0,15.4,15.4,2024-09-27 23:58:25,LATAM,Marketplace,PayPal,2024-09-27 23:58:25,2024,9,27,4,39,0,3
4442,2,Plantilla-02,Plantilla,24.5,1,0.0,24.5,24.5,2024-09-28 00:15:42,LATAM,Website,Stripe,2024-09-28 00:15:42,2024,9,28,5,39,1,3
549,464,Curso-09,Curso,75.66,1,0.0,75.66,75.66,2024-09-28 00:24:50,EU,Marketplace,Stripe,2024-09-28 00:24:50,2024,9,28,5,39,1,3
3139,677,Curso-19,Curso,111.48,1,0.05,111.48,105.91,2024-09-28 00:47:03,LATAM,SocialAds,Card,2024-09-28 00:47:03,2024,9,28,5,39,1,3
2681,3,Ebook-41,Ebook,15.21,2,0.05,30.42,28.9,2024-09-28 01:22:50,EU,Website,Card,2024-09-28 01:22:50,2024,9,28,5,39,1,3
3971,84,Musica-11,Musica,24.05,1,0.0,24.05,24.05,2024-09-28 03:00:06,Desconocido,Website,Card,2024-09-28 03:00:06,2024,9,28,5,39,1,3
5165,3,Ebook-05,Ebook,13.39,1,0.0,13.39,13.39,2024-09-28 03:15:42,Desconocido,Marketplace,Card,2024-09-28 03:15:42,2024,9,28,5,39,1,3
4930,32,Musica-10,Musica,47.5,1,0.0,47.5,47.5,2024-09-28 06:48:06,LATAM,Website,Card,2024-09-28 06:48:06,2024,9,28,5,39,1,3
7845,5,Plantilla-45,Plantilla,29.11,2,0.0,58.22,58.22,2024-09-28 07:51:19,Desconocido,Website,Card,2024-09-28 07:51:19,2024,9,28,5,39,1,3
7341,29,Musica-21,Musica,63.83,1,0.0,63.83,63.83,2024-09-28 08:42:20,LATAM,Website,Stripe,2024-09-28 08:42:20,2024,9,28,5,39,1,3
1475,2,Ebook-35,Ebook,14.05,3,0.05,42.14,40.03,2024-09-28 09:11:03,ASIA,Website,Card,2024-09-28 09:11:03,2024,9,28,5,39,1,3
529,16,Ebook-49,Ebook,12.68,1,0.0,12.68,12.68,2024-09-28 09:16:13,LATAM,Website,Card,2024-09-28 09:16:13,2024,9,28,5,39,1,3
5069,26,Musica-29,Musica,48.64,1,0.0,48.64,48.64,2024-09-28 09:16:24,ASIA,Website,PayPal,2024-09-28 09:16:24,2024,9,28,5,39,1,3
3627,76,Ebook-27,Ebook,3.0,1,0.0,3.0,3.0,2024-09-28 14:21:37,LATAM,Website,Card,2024-09-28 14:21:37,2024,9,28,5,39,1,3
5102,4,Curso-02,Curso,225.34,1,0.0,225.34,225.34,2024-09-28 14:30:55,Desconocido,Website,Stripe,2024-09-28 14:30:55,2024,9,28,5,39,1,3
3349,74,Ebook-49,Ebook,12.33,1,0.0,12.33,12.33,2024-09-28 16:27:44,Desconocido,Marketplace,Card,2024-09-28 16:27:44,2024,9,28,5,39,1,3
3171,258,Curso-51,Curso,147.21,1,0.05,147.21,139.85,2024-09-28 17:24:39,LATAM,Email,Card,2024-09-28 17:24:39,2024,9,28,5,39,1,3
1178,11,Ebook-38,Ebook,12.07,2,0.0,24.13,24.13,2024-09-28 18:33:56,LATAM,Website,Stripe,2024-09-28 18:33:56,2024,9,28,5,39,1,3
4567,471,Ebook-07,Ebook,14.25,2,0.05,28.51,27.08,2024-09-28 19:04:39,LATAM,Marketplace,Stripe,2024-09-28 19:04:39,2024,9,28,5,39,1,3
4403,5,Ebook-23,Ebook,15.77,1,0.0,15.77,15.77,2024-09-28 19:17:03,EU,SocialAds,Card,2024-09-28 19:17:03,2024,9,28,5,39,1,3
3252,31,Ebook-12,Ebook,10.88,1,0.0,10.88,10.88,2024-09-28 19:33:30,LATAM,Website,PayPal,2024-09-28 19:33:30,2024,9,28,5,39,1,3
