order_id,customer_id,product_name,category,price_usd,quantity,discount_rate,gross_amount_usd,net_revenue_usd,purchase_dt,region,channel,payment_method
315,1,Plantilla-15,Plantilla,35.41,1,0.0,35.41,35.41,2024-09-24 02:18:01,EU,Website,Card
7877,4,Curso-17,Curso,92.49,1,0.0,92.49,92.49,2024-09-24 02:19:20,NA,Website,PayPal
6412,525,Ebook-52,Ebook,18.36,3,0.0,55.07,55.07,2024-09-24 02:42:46,LATAM,Website,Card
4003,9,Plantilla-43,Plantilla,30.36,1,0.0,30.36,30.36,2024-09-24 02:50:29,NA,Website,PayPal
5771,1,Curso-11,Curso,106.78,1,0.0,106.78,106.78,2024-09-24 03:01:48,EU,Website,Card
3638,12,Ebook-38,Ebook,15.91,1,0.05,15.91,15.11,2024-09-24 04:40:40,LATAM,Website,Card
4881,931,Ebook-21,Ebook,17.45,2,0.0,34.91,34.91,2024-09-24 07:40:48,LATAM,Website,Card
7418,2,Ebook-38,Ebook,18.1,1,0.0,18.1,18.1,2024-09-24 08:27:26,EU,SocialAds,Stripe
7436,11,Plantilla-56,Plantilla,33.72,2,0.0,67.44,67.44,2024-09-24 09:10:49,NA,Marketplace,Card
4892,1,Ebook-32,Ebook,15.83,2,0.0,31.67,31.67,2024-09-24 10:01:51,EU,Marketplace,PayPal
5381,3,Ebook-41,Ebook,16.86,1,0.0,16.86,16.86,2024-09-24 12:51:47,NA,Website,PayPal
2796,48,Curso-36,Curso,97.8,1,0.0,97.8,97.8,2024-09-24 13:27:28,NA,Marketplace,Card
5106,2,Ebook-06,Ebook,17.86,1,0.0,17.86,17.86,2024-09-24 14:26:49,LATAM,Website,Card
5928,2,Curso-48,Curso,118.28,1,0.0,118.28,118.28,2024-09-24 14:50:05,NA,SocialAds,Stripe
6631,1,Ebook-31,Ebook,8.08,1,0.0,8.08,8.08,2024-09-24 15:26:25,ASIA,SocialAds,PayPal
6987,11,Ebook-27,Ebook,10.42,1,0.0,10.42,10.42,2024-09-24 15:58:19,LATAM,Website,Card
2896,1,Plantilla-16,Plantilla,42.39,1,0.0,42.39,42.39,2024-09-24 18:38:03,NA,Marketplace,Card
3659,3,Curso-59,Curso,118.69,1,0.0,118.69,118.69,2024-09-24 19:52:33,EU,SocialAds,Stripe
5359,1,Plantilla-19,Plantilla,18.23,1,0.0,18.23,18.23,2024-09-24 20:13:19,ASIA,Website,PayPal
7005,237,Ebook-45,Ebook,16.19,1,0.0,16.19,16.19,2024-09-24 21:33:17,NA,Email,Stripe
2049,26,Curso-09,Curso,60.7,1,0.0,60.7,60.7,2024-09-24 21:38:09,LATAM,Website,Card
6136,1,Ebook-16,Ebook,8.01,1,0.0,8.01,8.01,2024-09-24 22:52:53,NA,Website,Card
3956,267,Plantilla-56,Plantilla,12.68,2,0.05,25.36,24.1,2024-09-24 23:12:48,LATAM,SocialAds,Card
4799,1,Ebook-59,Ebook,12.21,1,0.0,12.21,12.21,2024-09-24 23:40:27,LATAM,Marketplace,Card
3745,2,Ebook-25,Ebook,12.56,3,0.0,37.68,37.68,2024-09-24 23:57:01,LATAM,SocialAds,Card
6969,32,Curso-09,Curso,101.43,1,0.0,101.43,101.43,2024-09-25 00:37:27,EU,Website,Card
481,233,Curso-01,Curso,146.12,1,0.0,146.12,146.12,2024-09-25 01:32:10,NA,Website,Stripe
576,160,Musica-36,Musica,41.21,1,0.0,41.21,41.21,2024-09-25 03:03:36,NA,SocialAds,Stripe
642,3,Ebook-42,Ebook,16.6,2,0.0,33.2,33.2,2024-09-25 03:51:35,EU,Website,Card
2784,1,Plantilla-24,Plantilla,21.52,1,0.05,21.52,20.44,2024-09-25 04:04:16,LATAM,Email,Card
3141,7,Ebook-21,Ebook,10.17,1,0.0,10.17,10.17,2024-09-25 04:19:41,LATAM,SocialAds,PayPal
2,222,Musica-02,Musica,34.86,1,0.05,34.86,33.12,2024-09-25 04:50:59,LATAM,Website,Card
2737,213,Musica-37,Musica,8.83,1,0.0,8.83,8.83,2024-09-25 04:54:07,LATAM,Marketplace,Stripe
1133,15,Ebook-53,Ebook,13.33,1,0.05,13.33,12.67,2024-09-25 05:15:08,EU,Marketplace,PayPal
1302,70,Musica-42,Musica,38.04,1,0.0,38.04,38.04,2024-09-25 05:19:44,EU,Marketplace,Card
4677,33,Ebook-57,Ebook,4.15,1,0.0,4.15,4.15,2024-09-25 07:11:12,NA,Website,Card
5006,22,Ebook-26,Ebook,11.63,1,0.0,11.63,11.63,2024-09-25 08:02:44,LATAM,Marketplace,PayPal
7984,12,Ebook-04,Ebook,10.03,1,0.0,10.03,10.03,2024-09-25 10:18:18,LATAM,Marketplace,PayPal
5714,34,Musica-14,Musica,5.0,1,0.0,5.0,5.0,2024-09-25 10:23:57,NA,Website,PayPal
6122,260,Ebook-02,Ebook,13.55,2,0.0,27.1,27.1,2024-09-25 11:26:19,EU,Website,Card
5806,5,Ebook-46,Ebook,15.01,2,0.0,30.03,30.03,2024-09-25 12:28:37,NA,Website,Stripe
3907,5,Curso-07,Curso,77.03,1,0.0,77.03,77.03,2024-09-25 12:43:50,LATAM,Website,Card
6155,4,Ebook-35,Ebook,12.58,1,0.0,12.58,12.58,2024-09-25 13:15:18,LATAM,SocialAds,Stripe
285,830,Curso-45,Curso,136.38,1,0.0,136.38,136.38,2024-09-25 13:54:42,EU,Website,Card
1205,1,Curso-05,Curso,59.85,1,0.0,59.85,59.85,2024-09-25 14:36:16,ASIA,Website,Card
456,1,Curso-36,Curso,115.93,1,0.0,115.93,115.93,2024-09-25 15:37:41,NA,SocialAds,Card
871,1,Ebook-31,Ebook,11.48,1,0.0,11.48,11.48,2024-09-25 16:33:24,ASIA,Marketplace,PayPal
6152,15,Curso-32,Curso,144.25,1,0.0,144.25,144.25,2024-09-25 18:08:11,ASIA,Email,Card
7761,30,Curso-21,Curso,82.9,1,0.0,82.9,82.9,2024-09-25 18:48:00,NA,Website,Stripe
6391,2,Ebook-31,Ebook,17.35,1,0.0,17.35,17.35,2024-09-25 19:50:49,NA,Website,PayPal
1491,1,Ebook-51,Ebook,6.7,1,0.0,6.7,6.7,2024-09-25 22:09:57,EU,SocialAds,Card
7924,506,Ebook-04,Ebook,15.15,2,0.05,30.3,28.78,2024-09-25 22:26:05,EU,SocialAds,PayPal
791,1,Ebook-11,Ebook,7.63,2,0.0,15.26,15.26,2024-09-25 22:40:15,ASIA,Marketplace,Card
2701,3,Curso-01,Curso,96.3,1,0.0,96.3,96.3,2024-09-25 23:15:24,NA,Website,Card
3558,49,Curso-18,Curso,180.98,1,0.0,180.98,180.98,2024-09-25 23:17:15,LATAM,Website,Card
6105,53,Ebook-45,Ebook,7.24,1,0.0,7.24,7.24,2024-09-25 23:37:02,LATAM,Website,PayPal
4095,1,Ebook-15,Ebook,9.84,1,0.05,9.84,9.35,2024-09-26 01:54:24,LATAM,Marketplace,Card
302,33,Curso-02,Curso,108.49,1,0.0,108.49,108.49,2024-09-26 04:09:11,NA,Marketplace,PayPal
7892,80,Curso-32,Curso,164.74,1,0.0,164.74,164.74,2024-09-26 04:12:50,EU,Website,PayPal
287,2,Curso-47,Curso,171.66,1,0.0,171.66,171.66,2024-09-26 06:00:33,EU,SocialAds,Card
255,104,Ebook-15,Ebook,15.63,2,0.0,31.26,31.26,2024-09-26 06:49:54,EU,Website,Stripe
3280,13,Plantilla-40,Plantilla,17.61,1,0.0,17.61,17.61,2024-09-26 09:21:29,LATAM,Website,Card
555,5,Plantilla-15,Plantilla,33.44,1,0.0,33.44,33.44,2024-09-26 13:12:58,EU,SocialAds,Card
1224,32,Musica-24,Musica,41.08,1,0.0,41.08,41.08,2024-09-26 14:20:13,NA,Marketplace,Stripe
7793,1,Ebook-53,Ebook,16.52,1,0.0,16.52,16.52,2024-09-26 15:11:02,NA,Website,Card
501,10,Curso-21,Curso,129.87,1,0.0,129.87,129.87,2024-09-26 17:59:22,EU,Website,Card
4919,19,Plantilla-59,Plantilla,35.77,2,0.0,71.54,71.54,2024-09-26 18:37:14,NA,Marketplace,Card
2034,102,Musica-54,Musica,29.03,1,0.0,29.03,29.03,2024-09-26 19:59:34,ASIA,Website,Card
1572,1,Ebook-12,Ebook,17.71,1,0.0,17.71,17.71,2024-09-26 20:29:02,NA,SocialAds,PayPal
7227,2,Plantilla-27,Plantilla,22.41,1,0.0,22.41,22.41,2024-09-26 21:35:00,NA,Website,Card
6206,79,Musica-26,Musica,25.3,1,0.0,25.3,25.3,2024-09-26 23:29:25,LATAM,Website,Card
7499,82,Ebook-59,Ebook,4.93,1,0.0,4.93,4.93,2024-09-27 00:18:15,NA,Email,Card
7688,5,Ebook-08,Ebook,11.46,3,0.0,34.38,34.38,2024-09-27 01:22:33,NA,Marketplace,PayPal
5039,1,Plantilla-59,Plantilla,34.54,1,0.0,34.54,34.54,2024-09-27 01:25:55,LATAM,Email,Card
3679,184,Plantilla-19,Plantilla,15.96,1,0.0,15.96,15.96,2024-09-27 01:30:04,EU,Website,Card
223,5,Ebook-43,Ebook,12.33,2,0.0,24.67,24.67,2024-09-27 01:38:51,NA,Website,Card
4283,9,Ebook-23,Ebook,11.7,1,0.0,11.7,11.7,2024-09-27 01:51:10,NA,Marketplace,Card
7317,23,Ebook-57,Ebook,19.03,1,0.0,19.03,19.03,2024-09-27 02:25:20,NA,Marketplace,PayPal
2378,2,Plantilla-38,Plantilla,40.77,1,0.05,40.77,38.73,2024-09-27 03:12:12,EU,Marketplace,Stripe
6393,512,Plantilla-33,Plantilla,13.29,1,0.0,13.29,13.29,2024-09-27 05:35:55,NA,Marketplace,PayPal
2715,13,Ebook-15,Ebook,7.18,1,0.0,7.18,7.18,2024-09-27 06:02:05,OTHER,Website,Card
5818,10,Curso-58,Curso,162.81,1,0.0,162.81,162.81,2024-09-27 06:35:58,EU,Marketplace,Card
6415,1,Ebook-55,Ebook,16.75,2,0.0,33.49,33.49,2024-09-27 07:24:35,LATAM,SocialAds,Card
6390,208,Curso-30,Curso,114.4,1,0.05,114.4,108.68,2024-09-27 08:13:20,NA,Website,Stripe
6556,13,Plantilla-16,Plantilla,35.45,1,0.0,35.45,35.45,2024-09-27 08:42:23,EU,Email,Card
7432,1,Curso-52,Curso,137.49,1,0.0,137.49,137.49,2024-09-27 09:03:26,OTHER,Marketplace,Card
5184,25,Musica-24,Musica,14.16,1,0.0,14.16,14.16,2024-09-27 09:14:23,NA,Website,Card
5393,1708,Plantilla-53,Plantilla,27.17,1,0.05,27.17,25.81,2024-09-27 09:44:42,NA,Email,Card
5888,4,Musica-08,Musica,21.45,1,0.0,21.45,21.45,2024-09-27 13:14:20,NA,Email,Card
7985,1,Ebook-05,Ebook,14.47,2,0.0,28.95,28.95,2024-09-27 14:14:53,EU,Website,Stripe
6622,565,Ebook-22,Ebook,22.47,1,0.0,22.47,22.47,2024-09-27 14:16:09,NA,SocialAds,Card
5292,1,Ebook-12,Ebook,15.73,1,0.0,15.73,15.73,2024-09-27 14:49:34,NA,Website,PayPal
1360,1,Curso-40,Curso,172.53,1,0.0,172.53,172.53,2024-09-27 15:12:25,LATAM,Marketplace,Card
729,10,Ebook-09,Ebook,3.0,2,0.0,6.0,6.0,2024-09-27 15:54:37,EU,Email,Stripe
7548,1474,Ebook-48,Ebook,8.57,1,0.0,8.57,8.57,2024-09-27 16:07:46,NA,SocialAds,Stripe
5821,8,Plantilla-01,Plantilla,31.01,1,0.0,31.01,31.01,2024-09-27 16:19:45,NA,Website,Stripe
1174,1,Ebook-34,Ebook,14.22,1,0.0,14.22,14.22,2024-09-27 16:54:33,NA,Website,Card
1483,39,Curso-43,Curso,143.83,1,0.0,143.83,143.83,2024-09-27 17:05:06,LATAM,Email,Card
4088,26,Curso-08,Curso,191.4,1,0.05,191.4,181.83,2024-09-27 18:17:03,EU,Website,Stripe
3319,36,Plantilla-19,Plantilla,10.89,1,0.0,10.89,10.89,2024-09-27 18:26:29,EU,SocialAds,Card
7469,14,Curso-29,Curso,112.55,1,0.0,112.55,112.55,2024-09-27 21:54:28,LATAM,SocialAds,Card
3906,15,Curso-06,Curso,87.83,1,0.0,87.83,87.83,2024-09-27 23:21:44,LATAM,Website,Card
2572,5,Musica-52,Musica,95.74,1,0.0,95.74,95.74,2024-09-27 23:45:26,LATAM,Website,Stripe
4426,133,Ebook-46,Ebook,15.4,1,0.0,15.4,15.4,2024-09-27 23:58:25,LATAM,Marketplace,PayPal
4442,2,Plantilla-02,Plantilla,24.5,1,0.0,24.5,24.5,2024-09-28 00:15:42,LATAM,Website,Stripe
549,464,Curso-09,Curso,75.66,1,0.0,75.66,75.66,2024-09-28 00:24:50,EU,Marketplace,Stripe
3139,677,Curso-19,Curso,111.48,1,0.05,111.48,105.91,2024-09-28 00:47:03,LATAM,SocialAds,Card
2681,3,Ebook-41,Ebook,15.21,2,0.05,30.42,28.9,2024-09-28 01:22:50,EU,Website,Card
3971,84,Musica-11,Musica,24.05,1,0.0,24.05,24.05,2024-09-28 03:00:06,NA,Website,Card
5165,3,Ebook-05,Ebook,13.39,1,0.0,13.39,13.39,2024-09-28 03:15:42,NA,Marketplace,Card
4930,32,Musica-10,Musica,47.5,1,0.0,47.5,47.5,2024-09-28 06:48:06,LATAM,Website,Card
7845,5,Plantilla-45,Plantilla,29.11,2,0.0,58.22,58.22,2024-09-28 07:51:19,NA,Website,Card
7341,29,Musica-21,Musica,63.83,1,0.0,63.83,63.83,2024-09-28 08:42:20,LATAM,Website,Stripe
1475,2,Ebook-35,Ebook,14.05,3,0.05,42.14,40.03,2024-09-28 09:11:03,ASIA,Website,Card
529,16,Ebook-49,Ebook,12.68,1,0.0,12.68,12.68,2024-09-28 09:16:13,LATAM,Website,Card
5069,26,Musica-29,Musica,48.64,1,0.0,48.64,48.64,2024-09-28 09:16:24,ASIA,Website,PayPal
3627,76,Ebook-27,Ebook,3.0,1,0.0,3.0,3.0,2024-09-28 14:21:37,LATAM,Website,Card
5102,4,Curso-02,Curso,225.34,1,0.0,225.34,225.34,2024-09-28 14:30:55,NA,Website,Stripe
3349,74,Ebook-49,Ebook,12.33,1,0.0,12.33,12.33,2024-09-28 16:27:44,NA,Marketplace,Card
3171,258,Curso-51,Curso,147.21,1,0.05,147.21,139.85,2024-09-28 17:24:39,LATAM,Email,Card
1178,11,Ebook-38,Ebook,12.07,2,0.0,24.13,24.13,2024-09-28 18:33:56,LATAM,Website,Stripe
4567,471,Ebook-07,Ebook,14.25,2,0.05,28.51,27.08,2024-09-28 19:04:39,LATAM,Marketplace,Stripe
4403,5,Ebook-23,Ebook,15.77,1,0.0,15.77,15.77,2024-09-28 19:17:03,EU,SocialAds,Card
3252,31,Ebook-12,Ebook,10.88,1,0.0,10.88,10.88,2024-09-28 19:33:30,LATAM,Website,PayPal
3318,1,Ebook-18,Ebook,11.36,2,0.0,22.72,22.72,2024-09-28 19:53:08,EU,SocialAds,PayPal
3890,3,Ebook-50,Ebook,12.62,1,0.0,12.62,12.62,2024-09-28 20:56:27,EU,SocialAds,Card
2276,113,Curso-56,Curso,70.09,1,0.0,70.09,70.09,2024-09-28 21:13:28,EU,Marketplace,Card
3696,14,Ebook-36,Ebook,11.25,1,0.0,11.25,11.25,2024-09-28 23:17:23,NA,Website,Card
959,19,Ebook-59,Ebook,19.81,1,0.0,19.81,19.81,2024-09-29 01:01:15,LATAM,SocialAds,PayPal
6678,2,Ebook-18,Ebook,9.91,1,0.0,9.91,9.91,2024-09-29 01:22:24,LATAM,Website,Card
1882,9,Plantilla-22,Plantilla,45.88,2,0.0,91.77,91.77,2024-09-29 03:18:22,EU,Email,PayPal
6595,17,Plantilla-55,Plantilla,15.56,1,0.0,15.56,15.56,2024-09-29 03:22:34,EU,Marketplace,Stripe
7157,3,Curso-17,Curso,30.0,1,0.0,30.0,30.0,2024-09-29 06:22:19,NA,Marketplace,Card
7501,2,Curso-01,Curso,124.14,1,0.05,124.14,117.94,2024-09-29 09:36:14,OTHER,Email,Card
1795,2,Ebook-55,Ebook,16.16,1,0.0,16.16,16.16,2024-09-29 09:45:59,EU,SocialAds,Card
3235,1,Ebook-55,Ebook,8.95,1,0.0,8.95,8.95,2024-09-29 10:43:28,NA,Email,Card
1738,3,Ebook-58,Ebook,12.19,1,0.0,12.19,12.19,2024-09-29 12:13:43,NA,Marketplace,Card
6590,101,Plantilla-50,Plantilla,29.22,1,0.0,29.22,29.22,2024-09-29 12:35:26,NA,SocialAds,PayPal
7406,1,Ebook-26,Ebook,9.69,2,0.05,19.37,18.41,2024-09-29 14:12:55,NA,Website,Card
5685,44,Ebook-45,Ebook,12.33,1,0.0,12.33,12.33,2024-09-29 14:25:47,LATAM,Website,PayPal
839,93,Curso-59,Curso,69.04,1,0.0,69.04,69.04,2024-09-29 14:46:47,ASIA,Website,PayPal
148,7,Curso-28,Curso,197.74,1,0.0,197.74,197.74,2024-09-29 15:34:18,ASIA,Marketplace,Card
6058,43,Curso-58,Curso,90.96,1,0.0,90.96,90.96,2024-09-29 16:20:26,LATAM,SocialAds,Card
1095,51,Ebook-15,Ebook,14.95,1,0.05,14.95,14.2,2024-09-29 16:59:53,EU,SocialAds,Card
2262,139,Curso-42,Curso,158.38,1,0.0,158.38,158.38,2024-09-29 17:31:39,LATAM,Website,Stripe
6319,49,Curso-19,Curso,44.36,1,0.0,44.36,44.36,2024-09-29 18:29:03,ASIA,Marketplace,Card
575,43,Plantilla-35,Plantilla,24.63,1,0.05,24.63,23.4,2024-09-29 19:08:27,ASIA,Website,PayPal
2764,1,Ebook-04,Ebook,10.86,1,0.0,10.86,10.86,2024-09-29 20:00:38,NA,Website,Stripe
2271,3,Ebook-51,Ebook,9.18,1,0.0,9.18,9.18,2024-09-29 21:30:00,EU,Website,Card
5425,211,Ebook-25,Ebook,10.87,1,0.0,10.87,10.87,2024-09-29 23:03:34,ASIA,Website,Card
2430,6,Plantilla-30,Plantilla,26.56,2,0.0,53.11,53.11,2024-09-30 00:36:09,LATAM,Website,Card
5545,2,Curso-25,Curso,124.13,1,0.05,124.13,117.92,2024-09-30 00:55:38,NA,SocialAds,Card
1170,4,Ebook-30,Ebook,7.53,2,0.0,15.06,15.06,2024-09-30 04:37:05,NA,Website,Card
4336,5,Ebook-16,Ebook,15.2,1,0.0,15.2,15.2,2024-09-30 05:58:41,NA,Website,PayPal
1399,1,Curso-19,Curso,103.84,1,0.0,103.84,103.84,2024-09-30 06:21:07,EU,Website,Stripe
1867,18,Ebook-07,Ebook,7.61,1,0.0,7.61,7.61,2024-09-30 06:29:24,EU,Website,Card
7579,12,Musica-19,Musica,23.29,1,0.0,23.29,23.29,2024-09-30 06:49:09,LATAM,Marketplace,Card
2375,226,Curso-35,Curso,107.99,1,0.0,107.99,107.99,2024-09-30 07:28:15,OTHER,Website,Card
1500,31,Plantilla-60,Plantilla,23.61,1,0.05,23.61,22.43,2024-09-30 07:30:10,NA,SocialAds,PayPal
5158,1,Plantilla-58,Plantilla,5.24,1,0.0,5.24,5.24,2024-09-30 08:09:58,NA,Email,Stripe
7422,1,Curso-42,Curso,30.0,1,0.0,30.0,30.0,2024-09-30 09:11:26,LATAM,Website,PayPal
1739,4,Ebook-59,Ebook,15.2,2,0.0,30.41,30.41,2024-09-30 09:30:43,NA,Website,PayPal
7910,429,Curso-50,Curso,137.33,1,0.0,137.33,137.33,2024-09-30 09:51:56,NA,Email,Card
7825,1,Curso-25,Curso,191.9,1,0.0,191.9,191.9,2024-09-30 10:38:21,NA,Website,PayPal
6885,94,Musica-45,Musica,35.92,1,0.0,35.92,35.92,2024-09-30 13:22:26,EU,SocialAds,Card
5877,1,Plantilla-57,Plantilla,29.24,1,0.0,29.24,29.24,2024-09-30 13:31:13,EU,Marketplace,PayPal
4343,15,Plantilla-23,Plantilla,35.14,2,0.0,70.28,70.28,2024-09-30 13:40:49,NA,Website,Card
2550,84,Ebook-30,Ebook,18.18,1,0.0,18.18,18.18,2024-09-30 14:00:50,NA,Website,Card
7411,537,Ebook-31,Ebook,15.46,1,0.0,15.46,15.46,2024-09-30 14:59:33,LATAM,Website,Stripe
1180,3,Curso-40,Curso,128.51,1,0.0,128.51,128.51,2024-09-30 15:01:09,NA,Email,PayPal
512,14,Ebook-32,Ebook,8.93,1,0.0,8.93,8.93,2024-09-30 15:59:20,LATAM,Website,PayPal
5719,1,Ebook-19,Ebook,13.75,1,0.0,13.75,13.75,2024-09-30 17:11:44,NA,Website,PayPal
5627,7,Ebook-47,Ebook,10.22,1,0.0,10.22,10.22,2024-09-30 18:41:30,EU,Email,Card
7126,3,Curso-46,Curso,141.26,1,0.0,141.26,141.26,2024-09-30 21:22:12,NA,Website,PayPal
635,341,Ebook-35,Ebook,15.02,2,0.0,30.04,30.04,2024-09-30 23:03:03,NA,Website,Card
6182,1,Ebook-02,Ebook,11.16,1,0.0,11.16,11.16,2024-10-01 00:12:09,NA,Marketplace,PayPal
5829,260,Ebook-09,Ebook,7.85,1,0.0,7.85,7.85,2024-10-01 00:34:12,NA,Email,PayPal
7419,6,Ebook-39,Ebook,14.14,1,0.0,14.14,14.14,2024-10-01 00:43:05,EU,Marketplace,Card
1,1,Ebook-01,Ebook,9.09,2,0.05,18.18,17.28,2024-10-01 02:09:24,LATAM,Website,PayPal
1679,698,Ebook-59,Ebook,7.83,1,0.0,7.83,7.83,2024-10-01 02:46:27,EU,Marketplace,PayPal
7258,2,Ebook-58,Ebook,12.58,2,0.05,25.17,23.91,2024-10-01 06:19:32,NA,Website,Card
1537,1,Ebook-37,Ebook,11.18,2,0.0,22.37,22.37,2024-10-01 06:53:00,LATAM,Website,PayPal
2520,637,Plantilla-60,Plantilla,17.16,1,0.0,17.16,17.16,2024-10-01 07:03:58,LATAM,Website,Card
3927,16,Curso-27,Curso,167.18,1,0.05,167.18,158.82,2024-10-01 07:22:19,NA,SocialAds,Card
5278,25,Ebook-58,Ebook,13.78,1,0.0,13.78,13.78,2024-10-01 08:05:48,LATAM,Marketplace,PayPal
6568,6,Curso-28,Curso,89.72,1,0.0,89.72,89.72,2024-10-01 08:20:09,ASIA,Website,Card
1334,144,Musica-14,Musica,17.83,1,0.05,17.83,16.94,2024-10-01 08:32:06,LATAM,SocialAds,Stripe
1289,1185,Ebook-29,Ebook,14.67,2,0.0,29.34,29.34,2024-10-01 08:46:08,EU,Email,Card
3844,1,Ebook-04,Ebook,7.39,1,0.0,7.39,7.39,2024-10-01 11:31:21,LATAM,SocialAds,PayPal
7430,219,Curso-50,Curso,115.69,1,0.0,115.69,115.69,2024-10-01 12:05:25,NA,Website,Card
23,2,Ebook-23,Ebook,18.41,1,0.05,18.41,17.49,2024-10-01 12:37:48,LATAM,Website,Stripe
5701,1,Ebook-01,Ebook,15.44,3,0.0,46.31,46.31,2024-10-01 15:08:22,ASIA,Website,Card
7048,1491,Ebook-28,Ebook,10.02,1,0.0,10.02,10.02,2024-10-01 15:43:34,EU,Marketplace,Card
399,478,Plantilla-39,Plantilla,25.96,1,0.0,25.96,25.96,2024-10-01 15:43:44,ASIA,Website,Card
5987,3,Curso-47,Curso,128.06,1,0.0,128.06,128.06,2024-10-01 18:00:43,NA,SocialAds,PayPal
4429,6,Ebook-49,Ebook,10.13,2,0.0,20.26,20.26,2024-10-01 18:58:56,NA,Website,Card
60,3,Ebook-60,Ebook,3.1,1,0.0,3.1,3.1,2024-10-01 21:02:44,EU,Website,Card
7151,2,Plantilla-11,Plantilla,30.28,2,0.0,60.55,60.55,2024-10-01 21:47:48,LATAM,Email,PayPal
5919,515,Ebook-39,Ebook,7.29,1,0.05,7.29,6.92,2024-10-01 22:21:34,ASIA,Email,PayPal
6440,227,Curso-20,Curso,128.02,1,0.0,128.02,128.02,2024-10-01 23:03:55,NA,SocialAds,Card
7526,16,Curso-26,Curso,105.88,1,0.0,105.88,105.88,2024-10-01 23:34:26,NA,Marketplace,Stripe
5605,415,Ebook-25,Ebook,13.58,1,0.0,13.58,13.58,2024-10-01 23:50:33,NA,Website,Stripe
